Name,Address,LAT,LON,CEO,Year,Mission,Additional_information,Handicapped,Active_users,Collections,Wi-Fi
Jūrmalas  Centrālā bibliotēka,"Strēlnieku prospekts 30, Jūrmala, LV-2015",56.967,23.76361,Sarmīte Brence,1945,"Jūrmalas Centrālā bibliotēka ir reģiona galvenā bibliotēka, kas administrē, vada un koordinē apvienības bibliotekāro, metodisko, bibliogrāfisko, novadpētniecības, finansiālo un saimniecisko darbu, rūpējas par bibliotēku publicitāti, darbinieku tālākizglītību, kā arī pārrauga starptautiskos sakarus ar aizrobežu sadarbības partneriem.",Katra mēneša pēdējā ceturtdiena - metodiskā diena,Jā,2009,37053,Jā
Jūrmalas Alternatīvās skolas bibliotēka,"Viestura iela 6, Jūrmala, LV-2010",56.97284,23.85184,Guna Dancīte,1991,,,,,8229,
Jūrmalas Centrālās bibliotēkas Alberta Kronenberga Slokas bibliotēka,"Raiņa iela 3, Jūrmala, LV-2011",56.94247,23.61896,Inta Lubēja,1945,"Bibliotēka darbojas Bibliotēku likumā noteiktā kārtībā saskaņā ar Jūrmalas Centrālās ;bibliotēkas nolikumu un Jūrmalas pilsētas domes apstiprinātājiem noteikumiem. ;Bibliotēkās pakalpojumi vērsti uz informācijas sniegšanu, iedzīvotāju intelektuālā un ;kultūras līmeņa paaugstināšanu.",Katra mēneša pēdējā piektdiena - metodiskā diena.,Jā,1189,17827,Jā
Jūrmalas Centrālās bibliotēkas Asaru bibliotēka,"Dzimtenes iela 15, Jūrmala, LV-2008",56.95795,23.6922,Ligita Radzēviča,,"Pašvaldības publiska bibliotēka Bibliotēka darbojas Bibliotēku likuma noteiktā kārtībā, saskaņā ar JCB nolikumu un Jūrmalas pils. Domes apstiprinātajiem noteikumiem. Bibliotēkas pakalpojumi vērsti uz informācijas sniegšanu, iedzīvotāju intelektuālā un kultūras līmeņa paaugstināšanu.",Mēneša pēdējā trešdiena-metodiskā diena,Jā,649,12924,Jā
Jūrmalas Centrālās bibliotēkas Bulduru bibliotēka,"Edinburgas prospekts 89, Jūrmala, LV-2010",56.98129,23.84935,Ināra Ratniece,1950,"Galvenie darbības virzieni: bibliotēkai nepieciešamo dokumentu un informācijas resursu komplektēšana, uzskaite, saglabāšana un izsniegšana; bibliotēkas telpu un iekārtu apsaimniekošana un uzturēšana atbilstoši pašvaldības piešķirtajam finansējumam; sadarbība ar citām kultūras un izglītības iestādēm; bibliotēkas publicitātes nodrošināšana, organizējot krājumu, pakalpojumu, informācijas resursu un lasīšanu veicinošus pasākumus; lietotāju konsultēšana elektronisko resursu izmantošanā; Jūrmalas CB elektroniskā kopkataloga un abonēto datu bāzu pieejamības un izmantošanas veicināšana u.c.;;;",Mēneša pēdējā trešdiena- Metodiskā diena,Jā,1964,29965,Jā
Jūrmalas Centrālās bibliotēkas Dubultu bērnu bibliotēka,"Strēlnieku prospekts 38, Jūrmala, LV-2015",56.96551,23.75852,Inguna Radziņa,1969,"Bērnu bibliotēka, apkalpo bērnus no 0 - 16 gadu vecumam, kā arī pedagogus un bērnu vecākus. Lielākā uzmanība tika pievērsta pirmsskolas vecuma bērnu bibliotekārajai apkalpošanai",Metodiskā diena - katra mēneša pēdējā ceturtdiena,Jā,663,6385,Jā
Jūrmalas Centrālās bibliotēkas Kauguru bibliotēka,"Engures iela 4A, Jūrmala, LV-2016",56.96044,23.59835,Velta Vārpsaliete,1969,"Bibliotēka darbojas Bibliotēku likumā noteiktā kārtībā saskaņā ar Jūrmalas Centrālās bibliotēkas nolikumu un Jūrmalas pilsētas domes apstiprinātajiem noteikumiem. Bibliotēkas pakalpojumi vērsti uz informācijas sniegšanu, iedzīvotāju intelektuālā un kultūras līmeņa paaugstināšanu.",Katra mēneša pēdēja pirmdiena - spodrības diena.,Jā,2581,30787,Jā
Jūrmalas Centrālās bibliotēkas Ķemeru bibliotēka,"Tukuma iela 20, Jūrmala, LV-2012",56.94267,23.49386,Vija Pika,1945,"Bibliotēka darbojas Bibliotēku likumā noteiktā kārtībā saskaņā ar Jūrmalas Centrālās bibliotēkas nolikumu un Jūrmalas pilsētas domes apstiprinātajiem noteikumiem. Bibliotēkas pakalpojumi vērsti uz informācijas sniegšanu, iedzīvotāju intelektuālā un kultūras līmeņa paaugstināšanu.",Katra mēneša pēdējā piektdiena - Metodiskā diena.,Jā,857,10603,Jā
Jūrmalas pilsētas  internātpamatskolas bibliotēka,"Dzirnavu iela 50, Jūrmala, LV-2011",56.94149,23.61862,Vija Jansone,1974,"Vispārējās izglītības programmas:;• Speciālās pamatizglītības mazākumtautību programma izglītojamajiem ar smagiem garīgās attīstības traucējumiem vai vairākiem smagiem attīstības traucējumiem ;• Speciālās pamatizglītības mazākumtautību programma izglītojamajiem ar garīgās attīstības traucējumiem ;• Speciālās pamatizglītības programma izglītojamajiem ar garīgās attīstības traucējumiem ;• Speciālās pamatizglītības programma izglītojamajiem ar smagiem garīgās attīstības traucējumiem vai vairākiem smagiem attīstības traucējumiem;Pirmsskolas izglītības programmas:;• Speciālās pirmsskolas programma izglītojamajiem ar smagiem garīgās attīstības traucējumiem vai vairākiem smagiem attīstības traucējumiem;• Speciālās pirmsskolas programma izglītojamajiem ar garīgās attīstības traucējumiem;Profesionālās ievirzes izglītības programmas:;• Ēdināšanas pakalpojumi ar kvalifikāciju pavāra palīgs;• Koka izstrādājumu izgatavošana ar kvalifikāciju galdnieka palīgs;Papildus izglītības pakalpojumi – fakultatīvās nodarbības:;keramika, zīda apgleznošana, deju pamati, sports, robotika, vokālais ansamblis, noformēšana, ēdienu gatavošana, tekstilapstrādes pamati, kokapstrāde. Interešu izglītības programma – burāšanas pulciņš.;Nodrošina arī individuālās un grupu korekcijas nodarbības: ritmikā, logopēdijā, vingrošanā.;;;;",,,30,3715,Jā
Jūrmalas pilsētas Mežmalas vidusskolas bibliotēka,"Rūpniecības iela 13, Jūrmala, LV-2016",56.95743,23.62157,Irina Kļimanova,,,,,469,13389,
"Jūrmalas sākumskolas ""Atvase"" bibliotēka","Raiņa iela 53, Jūrmala, LV-2011",56.9524,23.61112,Rita Riekstiņa,2003,"Bibliotēkas misija ir radīt labvēlīgus apstākļus skolēniem zināšanu iegūšanai mācību procesā un veicināt lasītprasmi un interesi par lasīšanas procesu.;Skolas bibliotēka no 2006.gada piedalās Bērnu un jauniešu žūrijā. Katru gadu skolā viesojas rakstnieki un dzejnieki. Skolēni piedalās ikgadējā akcijā ""Draudzīgais aicinājums"" un dāvina skolas bibliotēkai grāmatas. Bibliotēka rīko arī tematiskus pasākumus, kas veltīti rakstnieku - jubilāru daiļradei. Rudenī un pavasarī bibliotēka organizē skolā grāmatu tirdziņu.",Piektdienā bibliotēka slēgta.,,394,11282,
Jūrmalas vakara vidusskolas bibliotēka,"Lielupes iela 21, Jūrmala, LV-2015",56.96286,23.76107,DainaDubrovska,1985,"1. Mācību grāmatu un dokumentu uzskaite, komplektēšana, sistematizācija, klasificēšana, glabāšana.;2. Skolas audzēkņu un darbinieku apkalpošana.;3. Tematisko izstāžu un stendu veidošana.",,,214,8965,
Jūrmalas Valsts ģimnāzijas bibliotēka,"Raiņa iela 55, Jūrmala, LV-2011",56.95311,23.61094,Maija Briņķe,1974,Mācību procesa nodrošināšana,,Jā,352,9747,
K. Valdemāra sākumskolas bibliotēka,"K. Valdemāra sākumskola, Pilskalns, Beļavas pag., Gulbenes nov., LV-4409",57.28955,26.78994,Jana Solovjova,,Skolas bibliotēka,Bibliotēka pieejama arī jebkurā citā skolas darba laikā.,,49,6463,Jā
Kabiles pagasta bibliotēka,"Sakari, Kabile, Kabiles pag., Kuldīgas nov., LV-3314",56.95005,22.39631,Daiga Riežniece,1946,,Ceturtdiena- metodiskā diena (apmeklētajiem slēgts),Jā,237,5903,Jā
Kaives pagasta bibliotēka,"Pagasta Dārziņi, Kaives pag., Vecpiebalgas nov., LV-4144",56.98374,25.55249,Maija Burjote,1925,"Bibliotēka darbojas kā kultūras, izglītības un informācijas iestāde, kas nodrošina literatūras un informācijas pieejamību, sniedzot bibliotekāros, bibliogrāfiskos un informatīvos pakalpojumus.",Pusdienas pārtraukums no 13:00 - 14:00,,109,6458,Jā
Kalētu pagasta bibliotēka,"Liepu aleja 6, Kalēti, Kalētu pag., Priekules nov., LV-3484",56.36102,21.47507,Elita Jaunzeme,1910,"  2010. gada 24. septembrī bibliotēka atzīmēja savas darbības 100 gadus.    ; Bibliotēkas darbība ir vērsta uz nepārtrauktu,  plānveidīgu attīstību ar mērķi veikt iespieddarbu, elektronisko izdevumu un citu dokumentu uzkrāšanu, sistematizēšanu, kataloģizēšanu un saglabāšanu. Bibliotēkas uzdevums – nodrošināt  krājumu un informācijas resursu publisku pieejamību ikvienam apmeklētājam un izmantošanu atbilstoši katra bibliotēkas apmeklētāja interesēm un vajadzībām, piedāvā jaunākās informācijas tehnoloģijas. ;Fonda un apmeklējumu uzskaite, kā arī izsniegums tiek uzskaitīts elektroniski. ;  Kalētu pagasta bibliotēkai no 2016. gada pievienots Kalētu pamatskolas bibliotēkas krājums.;",Ceturtdien no 8:30 - 12:30 apmeklētājus nepieņem,,194,7579,Jā
Kalkūnes pagasta bibliotēka,"Ķieģeļu iela 4, Kalkūni, Kalkūnes pag., Daugavpils nov., LV-5449",55.84838,26.49072,Tatjana Rosovska,1950,"Bibliotēkas darbības galvenie virzieni: attīstīt bibliotēku par izglītības, informācijas un sabiedriskās saskarsmes centru, nodrošināt operatīvus un kvalitatīvus vietējās sabiedrības vajadzībām atbilstošus informācijas pakalpojumus, sniegt atbalstu vietējās sabiedrības attīstībā un nodrošināt kulturālu, saturīgu laika pavadīšanu. Īpaša uzmanība - bērnu un pusaudžu lasīšanas veicināšanai.",*Pēdējā mēneša piektdiena – spodrības diena;,,150,8226,Jā
Kalncempju bibliotēka,"Cempji 2, Kalncempji, Kalncempju pag., Alūksnes nov., LV-4342",57.3241,26.8827,Dina Ozola,1910,"Bibliotēkas pakalpojumos ietilspt bezmaksas grāmatu, žurnālu un laikrakstu izsniegšana lietotājiem uz mājām, uzziņu sniegšana mutiski, rakstiski un , ja nepieciešams, to sagatavošana elektroniski, interneta pakalpojumi. Alūksnes un Apes novadu bibliotēku elektroniskā kopkataloga izmantošana, elektroniskās datu bāzes ""Letonika"" un ""Lursoft Laikrakstu bibliotēkas"" izmantošanas iespējas. ",,Jā,85,4849,Jā
Kalnciema pagasta bibliotēka,"Jelgavas iela 15, Kalnciems, Kalnciema pag., Jelgavas nov., LV-3016",56.79838,23.61378,Nadežda Vovere,1946,"Kalnciema bibliotēka ir pašvaldības kultūras, izglītības un informācijas iestāde. Publiskā bibliotēka ar 10673 vienību lielu krājumu – nozaru,  uzziņu literatūru, daiļliteratūru un periodiskajiem izdevumiem. Bibliotēka piedāvā daudzpusīgu daiļliteratūras un nozaru literatūras krājumu un periodisko izdevumu klāstu, novadpētniecības materiālus, bezmaksas internetu, piekļuvi JZB elektroniskajam kopkatalogam un Letonikas un Lursoft laikrakstu bibliotēkas datu bāzēm. Dienā bibliotēku apmeklē ap 50 apmeklētājiem. Bibliotēka sniedz kvalificēto palīdzību informācijas meklēšanā, rēķinu apmaksā, iedzīvotāju ienākuma deklarācijas iesniegšanā un portāla latvija.lv lietošanā. Bibliotēkā ir iespēja ieskenēt, izdrukāt un ielaminēt dokumentus. Bibliotēka piedāvā datorprasmju apmācības iesācējiem. datorprasmju apmācības iesacējiem.",,Jā,761,10673,Jā
Kalnciema pagasta vidusskolas bibliotēka ,"Lielupes iela 21, Kalnciems, Kalnciema pag., Jelgavas nov., LV-3016",56.80109,23.61147,Anita Klupša,1992,Vispārējās vidējās izglītības vispārizglītojošā virziena programma;Pamatizglītības programma;,,,180,5678,Jā
Kalnciema vidusskolas bibliotēka ,"Kalnciema vidusskola, Valgundes pag., Jelgavas nov., LV-3017",56.8086,23.62505,,," Kalnciema vidusskolā ir akreditātas 6 programmas: Vispārējās vidējās izglītības vispārizglītojošā virziena programma; Pamatizglītības programma; Pamatizglītības pedagoģiskās korekcijas programma; Piecgadīgo un sešgadīgo bērnu obligātās pimskolas izglītības programma; Speciālās pamatizglītības programma izglītojamajiem ar mācīšanās traucējumiem; Vispārējās vidējās izglītības profesionāli orientētā virziena programma - Valsts aizsardzības mācība.; Skolā ir mūzikas un mākslas skolas filiāle, jaunsargu apmācība, 2.-4.gadīgu bērnu spēļu grupa.",,,273,21113,
Kalniešu pagasta bibliotēka,"Daugavas, Kalnieši, Kalniešu pag., Krāslavas nov., LV-5660",55.86669,27.37201,Tamāra Rukmane,1949,"1. Iedzīvotāju informacionālā nodrošināšana drukātā veidā.;2. Jauno informācijas tehnoloģiju pielietojums, lietotāju apmācība.;3. Mūžizglītības pasākumi.;4. Novadpētniecības darbs.",Pusdienu pārtraukums 13.00-14.00,,180,7437,Jā
Kalsnavas pagasta bibliotēka  ,"Pārupes iela 2, Jaunkalsnava, Kalsnavas pag., Madonas nov., LV-4860",56.68952,25.96274,Iluta Puzāne,1922,"Publiskā bibliotēka- nodrošina pagasta iedzīvotājus ar visiem pieejamu daudzpusīgu literatūru, bezmaksas internetu (WiFi), kopēšanas, drukāšanas, skenēšanas pakalpojumu, bezmaksas datorapmācību. ",Pārtraukums 13:00- 13:30,,350,11949,Jā
Kalsnavas pamatskolas bibliotēka,"Vesetas iela 6, Jaunkalsnava, Kalsnavas pag., Madonas nov., LV-4860",56.68839,25.97101,Laila Štāle,,,,Jā,146,4351,
Kalupes pagasta bibliotēka,"Ezeru iela 6, Kalupe, Kalupes pag., Daugavpils nov., LV-5450",56.09934,26.54503,Andžella Nartiša,1947,"Bibliotēkas svarīgākās funkcijas sabiedrībā formulējamas sešos punktos: informācijas funkcija, izglītības funkcija, izklaides funkcija, sabiedrības centra funkcija, cilvēcisko kontaktu tīkla veidošanas funkcija, saglabāt un reklamēt grāmatu kā svarīgāko informācijas līdzekli un cīnīties par kvalitatīvāku grāmatas krātuves papildinājumu ;            Saīsināti Bibliotēkas darbību var raksturot ar trīs burtiem;                              III - izglītot, informēt un izklaidēt; ;",Pusdienu pārtraukums 12:00 līdz 13:00;,Jā,218,7419,Jā
Kalupes pamatskolas bibliotēka,"Lielā iela 35, Kalupe, Kalupes pag., Daugavpils nov., LV-5450",56.09762,26.54754,Irēna Mukāne,,,,,69,5120,
Kandavas internātvidusskolas bibliotēka,"Talsu iela 18A, Kandava, Kandavas nov., LV-3120",57.03865,22.772,,,,,,381,13195,Jā
Kandavas Kārļa Mīlenbaha vidusskolas bibliotēka,"Skolas iela 10, Kandava, Kandavas nov., LV-3120",57.03639,22.76805,Daiga Puga,,,,,449,16505,
Kandavas Lauksaimniecības tehnikuma bibliotēka,"Valteru iela 6, Kandava, Kandavas nov., LV-3120",57.03712,22.79528,Ņina Bumbuļa,,1. Nodrošina ar mācību grāmatām un uzskates materiāliem skolas pedagogus un izglītojamos.;2. Atbalsts mācību procesa nodrošināšanā: telpas un datori.;3. Materiālu kopēšana un printēšana.;4. Laikrakstu un žurnālu lasīšana.;5. Kultūrizglītojošie pasākumi- izstādes.,,,712,55785,
Kandavas novada Kandavas pagasta bibliotēka,"Valdeķi, Valdeķi, Kandavas pag., Kandavas nov., LV-3120",56.99936,22.77334,,1947,"Nodrošināt iedzīvotājiem universālo informācijas pakalpojumus.;Nodrošināt ikviena indivīda pieeju informācijas un komunikāciju tehnoloģijām, informācijai un informācijas resursiem. Nodrošināt atbalstu formālās un neformālās izglītības iegūšanai mūža garumā.;",Katra mēneša 2. trešdiena - Metodiskā diena,,205,6419,
Kandavas novada Matkules pagasta bibliotēka,"Tūjas, Matkule, Matkules pag., Kandavas nov., LV-3132",56.97914,22.59584,Aija Vilkauša,1931,,Katru darba dienu pusdienas laiks 12:00-13:00,Jā,219,7872,Jā
Kandavas novada Zantes pagasta bibliotēka,"Skolas iela 8, Zante, Zantes pag., Kandavas nov., LV-3134",56.83596,22.73448,Daiga Neiciniece,,,,Jā,234,8041,Jā
Kandavas novada Zemītes pagasta bibliotēka,"Cerības, Zemīte, Zemītes pag., Kandavas nov., LV-3135",56.92672,22.79375,,1800,,Pusdienas pārtraukums no 12.00 - 13.00,Jā,272,6880,Jā
Kandavas pilsētas bibliotēka,"Lielā iela 11, Kandava, Kandavas nov., LV-3120",57.03544,22.77126,Daiga Kārkliņa,1945,Kandavas pilsētas bibliotēkas misija - sekmēt vietējās sabiedrības intelektuālās un garīgās izglītošanas nodrošināšanu.,Katra mēneša otrā trešdiena slēgta - spodrības diena.,Jā,679,10094,Jā
Kantinieku pagasta bibliotēka,"Administratīvais centrs, Liuža, Kantinieku pag., Rēzeknes nov., LV-4621",56.56682,27.14094,Anna Kluša,1956,"Kantinieku pagasta bibliotēka ir Sakstagala pagasta pārvaldes struktūrvienība, kas sniedz kvalitatīvus pakalpojumus bibliotēkas apmeklētājiem un lasītājiem, veic iespieddarbu, elektronisko izdevumu un citu dokumentu uzskaiti, saglabāšanu un nodrošina to drošību, kā arī sniedz esošās informācijas publisku pieejamību un izmantošanu. Bibliotēkas apmeklētājiem ir nodrošināta bezmaksas pieeja datoriem un internetam, kā arī Wi-Fi punktam.;Bibliotēkā tiek sniegti bibliotekārie un informatīvie pakalpojumi. Jaunākā skolas vecuma bērniem ir iekārtots atsevišķs bērnu stūrītis (paklājs, plaukti ar dažādām rotaļlietām, sienas tāfele (baltā), bērnu galdiņš utt.), tiek piedāvāta  iespēja radoši darboties. ",,Jā,129,5276,Jā
Kaplavas pagasta bibliotēka,"Kaplavas iela 3, Kaplava, Kaplavas pag., Krāslavas nov., LV-5668",55.85935,27.03615,Alla Vilcāne,1955,"Lasītāju apkalpošana, literatūras iegāde, interneta lietotāju apkalpošana, projektu veidošana literatūras iegādei, lietotāju piesaistīšanas aktivitātes bibliotēkai.",,Jā,143,4412,Jā
Kapsēdes pamatskolas  bibliotēka,"Kapsēdes pamatskola, Kapsēde, Medzes pag., Grobiņas nov., LV-3461",56.59652,21.13684,Aira Zikmane,1983,,,,128,10843,Jā
Kārķu pagasta bibliotēka,"Ausmas, Kārķi, Kārķu pag., Valkas nov., LV-4716",57.8167,25.61373,Inga Bāliņa,1930," Kārķu pagasta bibliotēka ir Valkas novada kultūras, izglītības un informācijas iestāde, kas Bibliotēku likumā noteiktā kārtībā reģistrēta Latvijas Republikas Kultūras ministrijā un veic pasaules kultūras mantojuma – iespieddarbu, elektronisko izdevumu, rokrakstu un citu dokumentu uzkrāšanu, sistematizēšanu, bibliografēšanu un saglabāšanu, kā arī nodrošina tajā esošās informācijas publisku pieejamību un tās izmantošanu.",,,196,6169,Jā
Kārķu pamatskolas bibliotēka,"Kārķu skola, Kārķi, Kārķu pag., Valkas nov., LV-4716",57.81611,25.61526,Ilze Pētersone,1960,,,,,5235,
Kārsavas novada Goliševas pagasta bibliotēka,"Goliševa, Goliševas pag., Kārsavas nov.",56.74353,27.89986,Skaidrīte Lankovska,1948,"      Goliševas pagasta bibliotēka ir Kārsavas novada Goliševas pagasta kultūras, informācijas un izglītības iestāde, kura nodrošina izmantošanas iespējas Goliševas pagasta iedzīvotājiem un visiem pārējiem interesentiem.;      Bibliotēka veic informācijas, izglītības, izklaides, sabiedriskā centra un cilvēcisko kontaktu tīkla veidošanas funkcijas.;","Pusdienu pārtraukums, izņemot sestdienu, 13:00-14:00",,116,4050,Jā
Kārsavas pilsētas bibliotēka,"Vienības iela 49C, Kārsava, Kārsavas nov., LV-5717",56.78772,27.67291,Inta Jurča,1945,"Kārsavas pilsētas bibliotēka ir Kārsavas novada pašvaldības izglītojoša, informatīva un kultūras iestāde, kura veic grāmatu, periodikas, elektronisko  un citu dokumentu uzkrāšanu, glabāšanu, sistematizēšanu, kā arī nodrošina uzkrātās informācijas izmantošanas iespējas Kārsavas novada iedzīvotājiem.","Ārējā apkalpošanas punkta ""Bozovas bibliotēka"" darba laiks: darba dienās no 11:00 līdz 15:00, sestdien, svētdien - nestrādā",,634,17864,Jā
